"Cuenta";"Nombre_cuenta";"Ramo";"2016-01-31";"2016-02-29";"2016-03-31";"2016-04-30";"2016-05-31";"2016-06-30";"2016-07-31";"2016-08-31";"2016-09-30";"2016-10-31";"2016-11-30";"2016-12-31";"2017-01-31";"2017-02-28";"2017-03-31";"2017-04-30";"2017-05-31";"2017-06-30";"2017-07-31";"2017-08-31";"2017-09-30";"2017-10-31";"2017-11-30";"2017-12-31";"2018-01-31"
"29000101999";"SUBTOTAL";"TOTAL";8195329865.41;6892589479.95;6262802233.64;8859915364.06;6029736105.8;6299766852.64;7535679301.96;5551456140.1;4454874353.43;2999231061.54;277703171665.47;49978224873;32088629563;28527211200;40112399901;39367669788;33960200046;38538793574;29367553767;35173750113;50686664625;38019852591;44287595324;38347098766;44752375336
"29000102005";"ELIMINADA";"TOTAL";4123922093.27;3535131278.84;-7659053372.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000102006";"LIBERAC RESER TEC DE PRIMA NO DEVENGADA";"TOTAL";0;0;11118446934;2707820176.2;2506328972.11;1689305628.16;1448394389.66;1239017792.09;891865834.57;735783115.599998;63851002512.61;2130974861;24363133412;18747045056;17508691113;67182593214;-2843114621;8692507743;8030862753;7167047933;5600052832;4492586729;2707169220;-771661225;21906492176
"29000102007";"LIBERAC RESER TEC POR INSUFICIE DE PRIMA";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;956265970
"29000102010";"LIBERACION RESERVA MATEMATICA";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000102015";"LIBERACION RES MAT RIESGOS PROFESI";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000102017";"LIBERACION RESERVA BEEPS(RESTA)";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000102020";"LIBERACION RES SEG VIDA AHORRO CON";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000102022";"LIBERAC RESER TEC DE INSUFICI DE ACTIVOS";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000102025";"ELIMINADA";"TOTAL";3950520780.09;2241116030.13;-6191636810.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000102026";"CONSTI RESER TEC DE PRIMA NO DEVENGADA";"TOTAL";0;0;-7617894833.86;-3451952840.89;-710908217.25;-849634447.58;-663157335.85;86496409.1200008;-13095974.4899998;918073240.259998;-108878496668.46;-14610842819;-21994204143;-12933563540;-17941909024;-17415507393;-11634114244;-14892913720;-7199910819;-8033261604;-12338865545;-6132544026;-24781828247;6560567732.64999;-28294841136
"29000102027";"CONSTI RESER TEC POR INSUFICIE DE PRIMA";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15584829100;-623757480;-379840104;-3467110707;383721795;19427634;-187818634;19840206596;-17054760542.65;-3681151288
"29000102030";"CONST RESERVA MATEMATICA";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000102035";"CONST RES MAT RIESGOS PROFESIONALES";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000102037";"CONSTITUCION RESERVA MATEMA BEEPS";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000102040";"CONST RES SEG VIDA AHORRO CON PARTI";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000102045";"CONSTITU RESER DE INSUFICIEN DE ACTIVOS";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000102999";"SUBTOTAL";"TOTAL";173401313.18;1294015248.71;2033135538.25;-744132664.69;1795420754.86;839671180.58;785237053.809999;1325514201.21;878769860.08;1653856355.86;-45027494155.85;-12479867958;2368929269;5813481516;-433217911;34182256721;-15100986345;-6580246081;-2636158773;-482491876;-6719385079;-1827775931;-2234452431;-11265854035;-9113234278
"29000103999";"PRIMAS DEVENGADAS";"TOTAL";8368731178.59;8186604728.66;8295937771.89;8115782699.37;7825156860.66;7139438033.22;8320916355.77;6876970341.31;5333644213.51;4653087417.4;232675677509.62;37498356915;34457558832;34340692716;39679181990;73549926509;18859213701;31958547493;26731394994;34691258237;43967279546;36192076660;42053142893;27081244731;35639141058
"29000104005";" LIBERACION RES MAT RIESGOS PROFESIO";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000104007";"LIBERACION RES MATEMATICA BEEPS";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000104010";" LIBERACION RES PARA SINIESTROS AVISA";"TOTAL";21367413704.67;-46084632.7899971;-50204836.0499992;-21333836.7000008;115504590.59;-467663829.610001;-72163801.9000015;1755183149.43;96730751.4500008;-113309999.860001;13346373126.77;-1304681444;27353586062;2326389651;3978343868;-916322091;1612941158;2355473989;2727477729;3302386077;1199740394;1218987844;1052060686;2127574770;36572891444
"29000104015";" LIBERACION RES PARA SINIESTROS NO AVIS";"TOTAL";3265385635;1467474000;3530155436;2581427774;0;3686768508;7318011416;3102127538;5439207189;4188970538;24353606345;0;635436869;19113775;0;3639923889;0;0;20734070;31554100;893453;1512115242;3341348;115896554;95949126
"29000104020";" LIBERACION RES DESVIAC DE SINIESTRAL";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000104025";" LIBERACION RESERVAS ESPECIALES";"TOTAL";0;0;0;0;0;0;0;0;0;0;6000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000104026";"LIBERACION RESERVA DE RIESGO CATASTROFIC";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000104030";" CONST RESERVA MATEMAT RIESG PROFES";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000104035";" CONST RESERVA SINIESTROS AVISAD";"TOTAL";-22168221502.2;758408202.920002;-252865689.52;84577555.2700005;-43582859.9900017;540566934.02;-47895208.3899994;1199823858.65;-797495269.439999;-695907396.459999;-21532279599.86;-899712379;-24388856701;-3233789011;-4340731429;-3340300940;-3794645651;-5506007052;-3763379478;-111812320;1066614767;-5964878027;-6772359317;-7580595509;-36598276692
"29000104037";"CONSTITUCION RESERVA MAT BEEPS (RESTA)";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000104040";" CONST RESERVA SINIESTROS NO AVIS";"TOTAL";-3117595618;-1684663850;-1608439845;-5033256090;0;-2878275577;-5963912612;-5218513608;-3638621944;-2139588037;-34171328331;454370427;-2368078589;38773113;6170709;-834931515;-108117060;-524493064;-2381388605;119771961;694678567;-2958064427;-496937045;-241008963;-423804159
"29000104045";" CONST RESERVA DESVIAC SINIESTRALID";"TOTAL";-50485484.95;-28493644.51;-28511793.1;-38965547.46;-29709810;-26736755.6;-54192643.73;-18526403.05;-21339975.63;-26876409.93;-8946801363.04;-2463529483;-1868562333;-2272614901;-1753359092;-1589729342;-1701682657;-1964050164;-2174814230;-2381402059;-2311128964;-2700954066;-3297283970;-3060105178;-4148119231
"29000104050";" CONST RESERVAS ESPECIALES";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000104051";"CONST RESERVA DE RIESGO CATASTROFICO";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000104999";" SUBTOTAL";"TOTAL";-703503265.48;466640075.62;1590133272.33;-2427550144.89;42211920.6;854659279.81;1179847149.98;820094535.03;1078480751.38;1213288694.75;-20950429822.13;-4213552879;-636474692;-3122127373;-2109575944;-3041359999;-3991504210;-5639076291;-5571370514;960497759;650798217;-8892793434;-9511178298;-8638238326;-4501359512
"29000105005";"SINIESTROS LIQUIDADOS";"TOTAL";5939790540.43;9213954518.75;7592352545.12;8481264052.99;14184830654.91;7628975434.41;8578049280.93;19524607119.83;7438987590.75;6160799075.40001;81390639303.48;30569362957;20099921088;12615044907;16640977770;13336863362;17382985771;17816290777;17304571646;20502016879;11823177947;18309643869;20493149782;17292595540;14656758139
"29000105010";"SINIESTROS DE ACEP REASEG INTERIOR";"TOTAL";455653935.77;381518216.29;390251078.95;465458374.98;893277407.91;288712881.54;532670151.34;1418880837.55;225041839.85;57198938.9499998;456071732.87;426905104;1171756539;366960811;784054301;3542605;841823048;2856350419;104472207;494978152;5646978999;1597461639;886053750;1224490195;234378165
"29000105015";"SINIESTROS DE ACEP CONT NO PROPORC";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20369408;0;7947127;86103730;176917490;33013883;0;6199822
"29000105020";"SINIESTROS DE ACEP REASEG EXTERIOR";"TOTAL";5710272.43;54745709.55;910131247.45;276291641.07;186700251.16;286250640.91;30144428.4000001;425464773.13;354545126.31;645065.28000021;225634666.31;1230354;1477622085;6413978;279029082;1565458842;0;57992544;0;47354876;0;0;240287331;15870236;5155552
"29000105025";"SINIESTROS DE ACEP CONTRAT NO PROP";"TOTAL";0;0;0;0;0;0;0;0;0;0;122093200;0;40164407;0;0;9614443;0;0;0;0;0;0;0;0;0
"29000105999";"SUBTOTAL";"TOTAL";6401154748.63;9650218444.59;8892734871.52;9223014069.04;15264808313.98;8203938956.86;9140863860.67;21368952730.51;8018574556.91;6218643079.62999;82194438902.66;30997498415;22789464119;12988419696;17704061153;14915479252;18224808819;20751003148;17409043853;21052297034;17556260676;20084022998;21652504746;18532955971;14902491678
"29000106005";"REEMB SINIESTROS SOB CESIONES REAS";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000106010";"REEMB SINIESTROS CONTR NO PROPORC";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000106015";"REEMB SINIESTROS SOB CESIONES REAS";"TOTAL";2580931774.05;4940019350.55;4204113138.46;4784401977.85;8539902848.35;3439515025.62;5370428006.17;13878991378.41;3892197915.53;3051086632.45;17555640282.56;17764627978;11738021247;5109118626;7237922334;6670394053;6587006657;7524822526;6234755517;9949959549;9180624021;8177982493;9151571053;5008376261;4050327778
"29000106020";"REEMB SINIESTROS CONTR NO PROPORC";"TOTAL";0;0;0;0;0;0;0;0;0;0;5327271565;119681194;64290395;85925912;59273480;106010378;372530990;23139019;60746539;1034880819;47311248;25962722;1073591386;104936352;4969131135
"29000106025";"REEMB STROS GARANTIZ X LA NACION RGOS";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000106030";"REEMB POR ENFERMEDAD PROFESIONAL";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000106999";"SUBTOTAL";"TOTAL";2580931774.05;4940019350.55;4204113138.46;4784401977.85;8539902848.35;3439515025.62;5370428006.17;13878991378.41;3892197915.53;3051086632.45;22882911847.56;17884309172;11802311642;5195044538;7297195814;6776404431;6959537647;7547961545;6295502056;10984840368;9227935269;8203945215;10225162439;5113312613;9019458913
"29000107005";" SALVAMENTOS DE ACEP REAS INTERIOR";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000107010";" SALVAMENTOS DE ACEP REAS EXTERIOR";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000107015";" SALVAMENTOS LIQUIDADOS Y REALIZADOS";"TOTAL";28649625;53827523.84;135297231.09;31960320.5;8086897;12670255.5;4404827.14999998;14027719.88;12322863.13;34550371.7;292204775.21;28695742;40336134;1143966;100440000;54840336;-20826555;0;154349708;16134454;114958236;121646267;188790637;4201681;29296311
"29000107020";" RECOBROS";"TOTAL";5966081.63;3653000;447194399.02;17428344;78238085;149590949.6;396756222.34;200000000;62007724.5800002;63044932;528476581.83;625394079;150000000;50000000;277138061;425678742;159048856;167325894;689453;723525537;679335849;-668345536;352426513;301634328;65839066
"29000107025";" GTOS SALVAM PARTE REASEG INTERIOR";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000107030";" GTOS SALVAM PARTE REASEG EXTERIOR";"TOTAL";-27839659.83;-49038869.49;-466260716.64;-39510931.5999999;-69059985.6;-129808964.08;-357127653.34;-191222175.9;-59586681.8299999;-78076242.96;-463498866.73;-108823024;-167268908;-45915172;-329776255;-265435066;-121664049;-144688824;-118594337;-47285714;-712515392;-101979049;-453244383;-59769227;-74884739
"29000107999";" SUBTOTAL";"TOTAL";6776046.8;8441654.35;116230913.47;9877732.90000001;17264996.4;32452241.02;44033396.15;22805543.98;14743905.88;19519060.74;357182490.31;545266797;23067226;5228794;47801806;215084012;16558252;22637070;36444824;692374277;81778693;-648678318;87972767;246066782;20250638
"29000108999";"SINIESTROS CTA COMPANIA";"TOTAL";-4516950193.26;-4235117364.07;-2982257547.26;-6856284503.18;-6665428548.63;-3877312410.41;-2546555308.37;-6647061273.09;-3033151984.12;-1934748691.69;-79904774386.92;-16781475325;-11600559943;-10910273737;-12468639477;-10965350808;-15240217130;-18819480824;-16648467487;-8414584630;-7595748497;-21421549535;-20850547838;-21811814902;-10364141639
"29000109005";"COMISIONES REASEGURO CEDIDO";"TOTAL";4969076418;4557865038.56;4736953916.54;4518858178.01;4743073899.58;4281798410.36;4338073823.97;4156518539.65;4083452274.94;3831121861.02;83831249150.37;7635371656;4816023887;3311118792;9285619755;13891225172;7237498850;6732406755;6435849134;9276680356;3595588625;6487411615;-5330834042;7085077129;4424055314
"29000109010";"INGRESOS EXCESO DE PERDIDA";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000109015";"PARTICIP UTILIDADES REASEG CEDIDO";"TOTAL";0;0;0;0;0;0;0;0;0;0;2631132129;0;1175000;1226036;627826;0;0;0;0;0;56684422;356245204;321609740;32881784;38428913
"29000109020";"INT Y GTOS RECONOCIDOS X REASEGUR";"TOTAL";0;0;0;0;0;0;0;0;397576975;1220887168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000109025";"INTER RECON A REASEGURADORES";"TOTAL";-464456.14;-437126.77;-807893.03;-1295940.14;-146007.9;-625154.34;-815543.01;-1560783.42;-1338346.48;-224503.449999999;-693090469.32;-112842306;-72255940;-38844463;-84284090;-65468707;-78272658;-123017167;-518528;7806123;-803072;-1150867;132076;-252122;-474014
"29000109030";"PARTICIPAC UTILIDADES Y OTROS";"TOTAL";-551584984.09;-577073620.73;-590497695.23;-490115009.14;-519216893.61;-470396990.09;-461921625.12;-442743325.48;-288779001.190001;-329768741.04;-6614898848.28;-156465385;-284941052;-610463965;-959121982;-63085551211;-655500981;-1730425579;-1564030203;-590369215;-1054373065;-1529734956;60978749738;-337381621;-618939916
"29000109035";"COSTO EXCESO DE PERDIDA";"TOTAL";-322676238.44;-300198188.15;-299436541.92;-301776360.44;-278368450.41;-272693628.65;-1037473930.97;-297006644.16;-533336269.76;-618163162.29;-34903799889.81;-4210148107;-3051928160;-9305390432;-9770044539;-9251075213;-9164830430;-9398526087;-8940730443;1763802252;-337160907;7747435977;-5316909813;-5867597719;-6353970815
"29000109999";"SUBTOTAL";"TOTAL";4094350739.33;3680156102.91;3846211786.36;3725670868.29;3945342547.66;3538082637.28;2837862724.87;3415207786.59;3657575632.51;4103852622.24;44250592071.96;3155915858;1408073735;-6642354032;-1527203030;-58510869959;-2661105219;-4519562078;-4069430040;10457919516;2259936003;13060206973;50652747699;912727451;-2510900518
"29000110005";"OTROS PRODUCTOS DE SEGUROS";"TOTAL";9378090.78;1344371256.38;-420575953.18;15353450.6999999;-631432888.49;-317093956.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000110010";"REMUNERACION DE ADMON DE COASEG";"TOTAL";29089284.1;41945676.59;23118129.99;12645648.66;22821192.12;26193306.75;34640829.94;25593862.07;28787227.58;20869319.14;368848866.06;83095493;48640173;56296249;48840248;60363241;67693903;39111897;46400162;22256200;81947639;40265822;34073005;62770558;152226284
"29000110015";"GTOS DE ADMON COASEG ACEPTADO";"TOTAL";-160448096.4;-127847441.02;-124892899.99;-140279312.09;-136299508.94;-123874932.98;-126037610.34;-112355800.43;-136971591.78;-104830813.58;-6261413077.45;-465782814;-360384154;-307452756;-66433254;-161482193;-624473803;-587678066;-234193255;137997385;-136091694;-148750446;-416373320;-280232529;-305485765
"29000110020";"PROV CTAS POR COBRAR ACTIVIDAD ASEG";"TOTAL";-789887820.03;-133731032.43;-795883861.25;860217995.11;-400120268.55;-689806757.71;-301474978.56;-388781102.73;1216378842.41;-16043729.6400001;-1421890923.62;-276596152;-861688231;-584826940;-439358481;161414117;-149215898;64984801;-85723853;-86340643;391443116;-141208236;235789910;-104822626;-943599679
"29000110025";"CTOS RIESGOS PROFESIONALES";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000110030";"CONTRIBUCIONES DE SEGUROS";"TOTAL";-60296311.08;-46712799.15;-35550361.7;-29000484.01;-37436023.95;-30339467.59;-34516270.95;-24406783.18;-30597994.92;-16107235.8;-1149288996.67;-321340823;-214109003;-195887763;-273841790;-179890771;-198302097;-244602868;-267958506;-551058179;90563756;-234001429;-312155627;-412183740;-425170334
"29000110035";"OTROS EGRESOS";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000110999";"SUBTOTAL";"TOTAL";-972164852.63;1078025660.37;-1353784946.13;718937298.37;-1182467497.81;-1134921807.72;-427388029.91;-499949824.27;1077596483.29;-116112459.88;-8463744131.68;-980624296;-1387541215;-1031871210;-730793277;-119595606;-904297895;-728184236;-541475452;-477145237;427862817;-483694289;-458666032;-734468337;-1522029494
"29000111005";"ELIMINADA";"TOTAL";4728441421.35;5615302422.81;-10343743844.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000111010";"ELIMINADA";"TOTAL";1612827035.03;2440282186.44;-4053109221.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000111015";"GASTOS DE ADMINISTRACION DIRECTOS RAMO";"TOTAL";0;0;4272939343.6;1216362055.3;1193394247.82;1254913176.33;1219320405.03;1178670176.34;1134301105.69;3716115991.41;-11417493636.52;384870466;317805000;269346000;388397000;380196150;304971000;357473100;285293300.33;334195150;492987000.33;357289950;296943163.67;312361450.01;407039150
"29000111020";"GASTOS DEPERSONAL DIRECTOS RAMO";"TOTAL";0;0;2000941043;452628538;193739262;420672480;381247813;370743142;350787924;325194590;3292607451;1139457803;996728469;1306178463;2132832059;1336149737;1253392244;2670381471;1524096062;1393913772;1378821158;1249005293;1255773865;1218443277;1347422369
"29000111025";"GASTOS DE ADM INDIREC ASIGN A CADA  RAMO";"TOTAL";0;0;9536398928.82;1771223754.23;1602921485.57;2100548850.64;2370333138.54;2069673107.82;1924831951;2036852292.3;65239355228.08;6210222311;11482766195;4575411974;6476172868;6320129772;6203217824;7859786344;-4459191124;9650715623;15516435874;7005114077.19;7145999692.92999;4693934661.63;2795314270
"29000111030";"GASTOS DE PERSO INDI ASIGNAB A CADA RAMO";"TOTAL";0;0;2766908411.26;925097900;1631105931;861556801;881016060;852453580;859633854;839250710;20535728368.74;3362293875;2390768854;2719187474;1339940300;2159340585;2190224850;1212852060;3052809124;2540552060;2100714140;2077575748;2415258847;3469919258;2117161976
"29000111999";"SUBTOTAL";"TOTAL";6341268456.38;8055584609.25;4180334661.05;4365312247.53;4621160926.39;4637691307.97;4851917416.57;4471540006.16;4269554834.68999;6917413583.71;77650197411.3;11096844455;15188068518;8870123911;10337342227;10195816244;9951805918;12100492975;403007362.330002;13919376605;19488958172.33;10688985068.19;11113975568.6;9694658646.64;6666937765
"29000112005";"REMUNERACION A FAVOR DE INTERMEDIA";"TOTAL";2363688071.58;2276161863.1;2314745220.62;2296183007.88;2331939763.83;2225523080.9;2270701415.64;2183457081.61;2058918136.84;1998963948.25;85446533641.75;9910578788;5713934429;4761569116;8019861397;8504071292;5769748650;4653473692;4248925533;7744783483;4579129630;6667959699;7034641125;9463653172;7390327456
"29000112010";"COMISIONES AFP";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000112015";"ELIMINADA";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000112020";"GASTOS EN TARIFACION";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000112025";"REMU POR USO DE RED Y A CANA DE COMERC";"TOTAL";0;0;0;0;0;0;0;0;0;0;65287340670;5863814999;4230551728;4546502278;9235254649;5208380506;5317822671;6736715472;3574846782;7868057113;12026267045;4323680353;6049896309;9313906106;4569945198
"29000112030";"PAPELERIA Y GASTOS DE ENTREGA";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000112999";"SUBTOTAL";"TOTAL";2363688071.58;2276161863.1;2314745220.62;2296183007.88;2331939763.83;2225523080.9;2270701415.64;2183457081.61;2058918136.84;1998963948.25;150733874311.75;15774393787;9944486157;9308071394;17255116046;13712451798;11087571321;11390189164;7823772315;15612840596;16605396675;10991640052;13084537434;18777559278;11960272654
"29000113999";"Ys Y-O GTOS NETOS REASEG, ADMIN Y PERSON";"TOTAL";-5582770641.26;-5573564709.07;-4002653041.44;-2216887088.75;-4190225640.37;-4460053559.31;-4712144137.25;-3739739125.45;-1593300855.73;-4928637369.60001;-192597223782.77;-24695946680;-25112022155;-25852420547;-29850454580;-82538733607;-24604780353;-28738428453;-12837685169.33;-19551442922;-33406556027.33;-9104112436.19;25995568664.4;-28293958810.64;-22660140431
"29000114999";"RESULTADO TECNICO";"TOTAL";-1730989655.93;-1622077344.48;1311027183.19;-957388892.56;-3030497328.34;-1197927936.5;1062216910.15;-3509830057.23;707191373.66;-2210298643.89;-39826320660.07;-3979065090;-2255023266;-2422001568;-2639912067;-19954157906;-20985783782;-15599361784;-2754757662.33;6725230685;2964975021.67;5666414688.81001;47198163719.4;-23024528981.64;2614858988
"29000115005";"ELIMINADA";"TOTAL";2374385930.87;702643673.47;-3077029604.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29000115010";"OTRAS PROVISIONES";"TOTAL";0;0;0;0;0;0;0;0;0;0;-177611196;-225853697;-846598220;565785895;149026946;44179389;-58478542;88700825;25497355;-18247956;-596186229;-18033196;-143215252;-3074649433;-127505517
"29000115015";"Ys Y-O EGRESOS REPORTES PROG ESPEC";"TOTAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
